trace,label,freq
devTran1 tran1 tran2 tran5 tran7 tran8 tran9 tran10 tran13 tran14 tran15,1,8
tran1 tran2 tran5 tran7 tran8 tran9 tran10 devTran1 tran13 tran14 tran15,1,8
tran1 tran2 tran5 tran7 tran8 tran9 tran10 tran14 tran15,1,8
tran1 tran3 tran20 tran23 tran25 tran26 tran34 tran35 devTran1 tran36,1,8
tran1 tran3 tran20 tran23 devTran1 tran25 tran26 tran35 tran36,1,8
devTran1 tran1 tran3 tran20 tran25 tran26 tran34 tran35 tran36,1,8
tran1 tran3 tran20 tran23 tran25 tran26 tran34 devTran1 tran35 tran36,1,8
tran1 tran3 tran20 tran23 tran25 tran26 tran34 devTran1 devTran2 tran35 tran36,1,8
tran1 tran3 tran20 devTran2 tran23 tran25 tran26 tran34 devTran1 tran35 tran36,1,8
tran1 tran3 tran23 tran25 tran26 tran34 tran36 devTran1,0,8
devTran1 tran1 tran3 tran20 tran23 tran25 tran26 tran34 tran35 tran36,1,8
tran1 tran3 devTran2 tran20 tran23 tran25 tran26 devTran1 tran34 tran36,0,8
tran3 devTran1 tran20 tran23 tran25 tran26 tran27 tran28 tran32 tran33,1,8
tran1 tran3 tran20 tran25 tran26 tran27 tran28 tran32 tran33 devTran1,1,8
tran1 tran3 tran20 tran23 tran26 tran27 tran28 tran32 tran33,1,8
tran1 tran3 tran20 tran23 devTran2 tran25 tran26 tran27 tran28 tran32 tran33 devTran1,1,8
tran1 tran3 tran18 tran21 tran22 tran28 devTran1 tran29 tran31 tran33,1,8
tran18 tran21 tran22 tran28 tran29 tran30 tran31 tran33,1,8
tran1 tran3 tran18 tran21 tran22 devTran1 tran28 tran29 tran30 tran33,1,8
tran3 tran18 tran21 tran22 tran28 tran29 tran30 tran33 devTran1,1,8
tran1 tran3 tran18 tran21 tran28 tran29 tran30 tran31 tran33 devTran1,1,8
tran1 tran18 devTran1 tran21 tran22 tran28 tran29 tran30 tran31 tran33,1,8
tran1 tran2 tran4 tran10 tran12 devTran1 tran15,1,8
tran1 tran2 tran12 tran15,0,8
tran1 tran3 tran18 tran21 tran22 tran28 tran32 devTran1 tran33 devTran2,1,8
devTran1 tran1 tran5 tran6 tran10 tran13 tran14 tran15,1,8
tran1 tran2 tran5 tran10 tran13 tran14 devTran1 tran15,1,8
tran1 tran2 tran6 tran10 tran13 tran15,0,8
tran2 tran5 tran6 tran13 tran14 tran15,1,8
tran1 tran2 tran13 tran14 tran15,0,8
tran1 tran2 tran10 tran13 tran14 tran15,1,8
tran1 tran2 tran4 tran10 devTran1 tran13 tran14 tran15,1,8
tran1 tran4 tran10 tran13 devTran1 tran14 tran15,0,8
devTran1 tran1 tran2 tran4 tran10 tran13 tran14 tran15,1,8
tran2 tran5 tran7 tran8 tran9 tran10 tran12 tran15,1,8
tran2 tran5 devTran2 tran7 tran8 tran9 tran10 tran12 tran15 devTran1,1,8
devTran1 tran1 tran2 tran5 tran7 tran8 tran10 tran12 tran15,1,8
tran1 tran2 tran7 devTran1 tran8 tran9 tran10 tran12,0,8
tran1 tran2 tran5 devTran2 tran7 tran8 tran9 tran12 tran15 devTran1,0,8
tran1 tran2 tran5 tran6 tran12 tran15,1,8
tran1 tran2 tran6 tran10 tran12 tran15 devTran1,1,8
devTran2 tran1 tran2 tran5 tran6 tran10 tran12 tran15 devTran1,1,8
tran1 tran3 tran18 tran21 tran23 tran25 tran26 tran27 devTran1 tran32 tran33,1,8
tran1 tran3 tran18 tran21 tran23 tran25 devTran1 tran26 tran28 tran32 tran33,1,8
tran1 tran3 tran18 tran21 tran23 tran25 tran26 tran27 tran28 devTran1 tran32,1,8
tran1 tran3 tran18 tran21 tran23 tran25 tran27 devTran1 tran28 tran32 tran33,1,8
tran1 tran18 tran21 tran23 tran25 tran27 tran28 tran32 tran33,1,8
tran3 tran20 tran22 tran29 tran30 tran31 tran33,1,8
tran1 tran3 tran20 devTran1 tran28 tran29 tran30 tran31 tran33,1,8
tran1 tran3 tran18 tran21 tran23 tran28 tran29 tran30 tran31 devTran1 tran33,1,7
tran1 tran5 tran7 tran8 tran16 tran17,0,7
tran3 tran18 tran21 tran23 tran25 tran34 tran36,0,7
tran3 tran18 tran21 tran23 tran25 tran26 tran34 tran35 tran36,1,7
tran1 tran3 devTran1 tran20 tran23 tran24 tran28 tran32 devTran2 tran33,1,7
tran1 devTran2 tran3 tran20 tran23 tran24 tran28 devTran1 tran32 tran33,1,7
tran1 tran3 tran23 tran24 tran32 tran33,0,7
tran1 tran3 tran20 tran23 tran24 tran32 tran33 devTran1,1,7
tran1 tran3 tran20 tran24 tran28 tran32 tran33,1,7
tran1 devTran1 tran3 tran20 tran22 tran28 tran32 tran33,1,7
tran1 tran20 devTran1 tran22 tran28 tran32 tran33,1,7
tran1 tran3 devTran1 tran20 tran22 tran28 tran32 tran33,1,7
tran1 tran3 tran20 tran22 devTran1 tran32 tran33,1,7
tran1 tran3 tran20 tran22 tran28 tran32 tran33 devTran1,1,7
tran1 tran3 tran20 devTran1 tran22 tran28 tran32 tran33,1,7
tran3 tran18 tran21 tran24 tran28 tran32 tran33 devTran1,1,7
devTran1 tran1 tran3 tran18 tran21 tran23 tran24 tran28 tran32 tran33,1,7
tran1 tran3 tran18 tran21 tran23 tran24 tran28 tran32 devTran1,1,7
tran1 tran18 devTran1 tran21 tran23 tran24 tran28 tran33,0,7
tran1 tran3 devTran1 tran20 tran23 tran24 tran28 tran29 tran30 tran31,1,7
tran1 tran3 tran20 tran23 tran24 tran29 tran30 tran31 tran33,1,7
tran1 tran3 tran20 tran23 tran24 tran28 tran29 tran30 tran31 devTran1 devTran2 devTran3 tran33,1,7
tran1 tran3 tran20 devTran1 tran23 tran24 tran28 tran29 tran30 tran31 tran33,1,7
tran1 tran3 tran20 tran23 tran24 tran28 tran29 tran30 tran31,1,7
tran1 tran3 tran18 tran21 tran23 tran25 tran26 tran27 tran28 devTran1 tran29 tran30 tran31 tran33,1,7
devTran1 tran1 tran3 tran18 tran21 tran23 tran25 tran26 tran27 tran28 tran29 tran30 tran31 tran33,1,7
tran1 tran3 devTran1 tran21 tran25 tran26 tran27 tran29 tran30 tran31 tran33,0,7
tran3 tran18 tran23 tran25 devTran1 tran26 tran27 tran28 devTran2 tran29 tran30 tran31 tran33,1,7
tran1 tran3 tran18 tran21 tran25 devTran1 tran26 tran27 tran28 tran29 tran31 tran33,1,7
tran1 tran3 tran20 tran23 tran25 tran27 devTran1 tran28 tran29 tran30 tran31 tran33,1,7
tran1 tran3 tran20 tran23 tran25 tran28 tran29 devTran2 tran30 tran31 tran33 devTran1,1,7
tran1 tran3 tran20 tran23 tran25 tran26 tran27 tran28 tran29 tran30 devTran1 tran31 devTran2 tran33,1,7
tran1 tran3 tran20 tran23 tran25 tran26 tran27 tran28 tran29 tran30 tran31 devTran2 devTran1 tran33,1,7
tran1 tran3 devTran2 tran20 tran23 devTran1 tran25 tran27 tran29 tran30 tran31 tran33,0,7
tran1 tran2 devTran2 tran5 tran7 tran8 tran9 tran10 tran13 devTran1 tran14 tran15,1,7
tran1 tran2 tran5 tran7 tran9 tran13 tran14 tran15,1,7
tran1 tran3 tran20 tran23 tran25 devTran1 tran26 tran34 tran35 tran36,1,7
tran1 tran3 devTran2 tran20 tran23 tran25 tran26 devTran1 tran34 tran35 tran36,1,7
tran1 tran3 tran20 tran23 tran25 tran26 tran35 devTran1 tran36,1,7
tran1 tran3 tran20 tran23 tran25 tran34 devTran1 tran35,1,7
tran1 tran3 tran20 tran23 tran25 tran26 tran27 tran32 tran33,1,7
tran1 devTran1 tran3 tran20 tran23 tran25 tran28 tran32 tran33,1,7
tran1 tran3 tran20 tran23 tran25 devTran1 tran26 tran27 tran28 tran32 tran33 devTran2,1,7
tran1 tran3 devTran1 tran18 tran21 tran22 tran28 tran29 tran31 tran33,1,7
tran3 tran18 tran21 tran22 devTran1 tran29 tran30 tran31 tran33,1,7
tran1 devTran1 tran3 tran18 tran21 tran22 tran28 tran29 tran30 tran33,1,7
devTran1 tran1 tran3 tran18 tran21 tran22 tran28 tran29 tran30 tran31 tran33,1,7
tran1 tran3 tran18 tran21 tran22 devTran2 tran28 devTran1 tran32 tran33,1,7
tran1 tran3 devTran1 tran18 tran21 tran22 tran32 tran33,0,7
tran1 tran3 tran18 tran21 tran22 tran28 tran32,1,7
tran1 tran3 tran18 tran21 tran22 tran28 tran32 tran33 devTran1,1,7
tran1 tran2 tran5 tran6 tran13 tran14 tran15 devTran1,1,7
tran1 tran2 tran5 tran6 tran10 devTran1 tran14 tran15,1,7
tran1 tran2 tran5 devTran2 tran6 tran10 tran13 devTran1 tran14 tran15,0,7
tran1 tran5 tran6 tran10 tran13 tran14 tran15,1,7
tran1 tran2 tran5 tran6 devTran1 tran10 tran14 tran15,1,7
tran1 tran2 tran5 tran6 tran10 tran13 devTran1 tran14,1,7
tran1 tran5 tran6 tran10 tran13 devTran1 tran14 tran15,1,7
tran1 tran2 tran6 tran10 tran13 tran14 devTran1 tran15,1,7
tran1 tran2 tran7 tran8 tran9 tran10 tran12 tran15,1,7
tran1 tran2 tran5 tran8 devTran1 tran9 tran12 tran15,0,7
tran1 devTran2 tran2 tran5 tran7 tran8 devTran1 tran9 tran10 tran12,1,7
devTran2 tran1 tran2 tran5 tran7 devTran1 tran8 tran10 tran12 tran15,1,7
devTran1 tran2 tran7 tran8 tran9 tran10 tran12 tran15,1,7
tran1 tran2 devTran1 tran5 tran7 tran8 tran10 tran12 tran15,1,7
tran1 tran2 tran5 tran7 tran9 tran10 tran12,1,7
tran1 tran2 tran5 tran6 tran10 devTran1 tran12 tran15,1,7
tran1 devTran1 tran2 tran5 tran6 tran10 tran12 tran15,1,7
tran1 tran2 devTran1 tran5 tran10 tran12 tran15,0,7
tran1 tran3 tran18 tran21 tran23 tran25 devTran1 tran26 tran28 tran32 tran33 devTran2,1,7
devTran1 tran1 tran3 tran18 tran21 tran23 tran25 tran26 tran27 tran28 tran32 tran33,1,7
tran1 tran3 tran18 tran21 tran23 tran25 tran26 tran27 devTran1 tran28 tran32 tran33,1,7
tran1 tran3 tran18 tran23 tran25 tran26 devTran1 tran27 tran28 tran33,0,7
devTran1 tran1 tran3 devTran2 tran18 tran21 tran23 tran25 tran26 tran27 tran28 tran32 tran33,1,7
tran1 tran3 tran18 tran21 tran23 tran25 devTran1 tran26 tran27 tran28 tran32 tran33 devTran2,1,7
tran3 tran18 tran21 tran23 tran26 tran27 tran28 tran32 tran33,1,7
devTran1 tran1 tran3 tran18 tran23 tran25 tran27 tran28 tran32 tran33,1,7
tran1 tran3 tran18 tran21 tran23 tran25 tran26 tran27 tran28 tran33,1,7
devTran2 tran1 devTran1 tran3 tran22 tran28 tran29 tran30 tran31 tran33,1,7
tran1 tran3 tran20 devTran1 devTran2 tran22 tran28 tran29 tran30 tran31 tran33,1,7
tran1 tran3 tran20 tran22 tran28 tran30 tran31 tran33,1,7
tran1 tran3 tran18 tran21 tran23 tran24 tran29 tran30 tran31,1,6
tran1 tran18 tran21 tran23 tran24 tran28 tran29 tran30 tran31 tran33 devTran1,1,6
devTran1 tran1 tran3 tran18 tran23 tran28 tran29 tran30 tran31 tran33,1,6
devTran2 tran1 tran3 tran18 tran21 tran23 devTran1 tran24 tran28 tran29 tran30 tran31,1,6
tran1 tran3 tran18 devTran1 tran21 tran24 tran28 tran29 tran30 tran33,1,6
tran1 tran3 tran18 tran21 tran23 tran24 tran28 tran29 devTran2 tran30 tran31 tran33 devTran1,1,6
tran1 tran3 tran21 tran23 tran24 tran28 tran29 tran30 tran31 devTran1 tran33 devTran2,1,6
tran1 devTran1 tran3 tran18 tran21 tran23 tran24 tran28 tran29 tran30 tran31 tran33,1,6
devTran1 tran2 tran5 tran7 tran8 tran11 tran16 tran17,1,6
tran1 tran2 tran5 tran8 tran16 tran17,0,6
tran2 tran7 tran8 tran11 tran16 tran17,1,6
tran1 tran2 devTran2 tran5 tran7 tran8 devTran1 tran11 tran16 tran17,0,6
tran1 tran5 tran7 tran8 tran11 tran16 tran17,1,6
tran1 devTran2 tran3 tran18 tran21 devTran1 tran23 tran25 tran26 tran34 tran35,1,6
tran1 devTran2 tran3 tran18 tran21 tran23 devTran3 tran25 tran26 devTran1 tran34 tran35 tran36,0,6
tran1 tran3 tran18 tran21 tran23 tran25 devTran1 tran26 tran34 tran35 devTran2 tran36,1,6
tran3 tran18 tran25 tran26 tran34 tran35 tran36,1,6
tran3 tran18 devTran1 tran21 tran23 tran25 tran26 tran34 tran36,1,6
tran1 tran3 tran18 tran21 tran23 tran26 tran34 tran35 tran36 devTran1,1,6
tran3 tran20 tran23 tran24 devTran1 tran28 tran32 tran33,1,6
tran1 tran20 tran23 tran24 tran28 tran32,1,6
tran1 tran3 tran20 tran23 devTran1 tran28 tran32 tran33,1,6
devTran1 tran1 tran3 tran19 tran33,0,6
tran1 tran22 tran28 tran32 tran33,1,6
tran1 tran20 tran22 tran28 tran32 tran33,1,6
devTran1 tran1 tran20 tran22 tran28 tran32 tran33,1,6
tran1 tran20 tran22 tran28 tran32 tran33 devTran1,1,6
tran1 tran3 devTran1 tran20 tran22 tran28 tran33,0,6
tran3 tran20 tran22 tran28 tran32 tran33 devTran1,1,6
devTran2 tran1 tran3 tran21 tran23 tran24 tran28 devTran1 tran32 tran33,0,6
tran1 tran3 tran20 tran23 tran24 tran28 tran29 tran30 tran31 devTran2 tran33 devTran1,1,6
tran1 tran3 tran23 tran24 tran28 tran30 tran31 tran33 devTran1,0,6
tran1 tran20 tran24 tran28 tran29 tran30 tran31 tran33,1,6
tran1 devTran3 tran3 tran21 tran23 devTran2 tran25 tran26 tran27 tran28 tran29 tran30 tran31 tran33 devTran1,1,6
tran1 tran3 tran18 tran21 tran25 tran26 tran27 devTran2 devTran1 tran28 tran30 tran31 tran33,1,6
tran1 tran3 devTran3 devTran1 devTran2 tran18 tran21 tran23 tran25 tran26 tran27 tran28 tran29 tran30 tran31 tran33,1,6
tran1 tran3 tran18 tran21 devTran1 tran23 tran25 tran26 tran27 tran28 tran30 tran31 tran33 devTran2,1,6
tran1 tran3 tran18 tran21 devTran1 tran23 tran25 tran26 tran27 tran28 tran29 tran30 tran31 tran33,1,6
tran1 tran3 tran20 tran23 tran25 tran26 tran27 tran28 tran30 tran31 tran33,1,6
tran1 tran3 tran20 devTran1 tran23 tran25 tran26 tran27 tran28 tran29 tran31 tran33,1,6
tran1 tran3 tran20 tran23 tran25 tran26 devTran1 tran27 tran28 tran29 tran30 tran31 tran33,1,6
tran1 tran3 tran20 tran23 devTran2 tran26 tran27 tran28 tran29 tran30 tran31 devTran1,1,6
tran1 tran3 devTran3 devTran2 tran23 tran25 tran26 tran27 tran28 tran29 tran30 tran31 tran33 devTran1,1,6
tran1 tran2 tran5 tran7 tran8 tran9 tran10 tran13 devTran1 tran14 tran15 devTran2,1,6
tran1 tran2 tran5 tran7 tran8 tran9 tran10 tran13 tran14 tran15 devTran1,1,6
tran2 tran5 tran7 tran8 tran9 tran10 devTran1 tran13 tran15,1,6
tran1 tran2 tran5 tran7 tran8 tran9 tran10 tran13 tran15,1,6
tran1 tran3 tran20 devTran1 tran23 tran25 tran26 tran34 tran35 devTran2 tran36,1,6
tran1 tran3 tran20 tran25 tran26 tran34 tran35,1,6
devTran1 tran1 tran3 tran18 devTran2 tran21 tran22 tran29 tran30 tran31 tran33,1,6
devTran1 tran1 tran3 tran18 tran22 tran28 tran29 tran30 tran31,1,6
tran1 tran18 tran21 tran22 tran28 tran29 tran30 devTran2 tran31 devTran1 tran33,1,6
tran1 tran3 tran21 tran22 tran28 tran29 tran30 tran31 devTran1 tran33,1,6
tran2 tran4 tran10 tran15,0,6
tran1 tran2 devTran1 tran4 tran10 tran12 tran15,1,6
tran1 tran3 tran18 tran28 tran32 tran33,1,6
tran1 tran3 tran18 tran21 devTran1 tran22 tran28 devTran2 tran32 tran33,0,6
tran3 tran18 tran21 devTran1 tran22 tran28 tran32 tran33,1,6
tran1 tran3 devTran1 tran18 tran21 tran28 tran32 tran33,0,6
devTran1 tran1 tran2 tran5 tran6 tran10 tran14 tran15,1,6
tran1 tran2 devTran1 tran5 tran6 tran10 tran13 tran15,1,6
tran1 tran2 tran6 tran10 tran14 tran15,0,6
tran1 tran2 tran5 tran6 tran10 tran13 tran15,1,6
tran1 tran2 tran5 devTran1 tran8 tran10 tran12 tran15,1,6
devTran1 devTran2 tran1 tran2 tran5 tran7 tran9 tran10 tran12 tran15,1,6
tran1 tran2 tran5 tran7 tran8 tran10 devTran2 tran12 devTran1 tran15,1,6
tran1 tran5 tran7 tran8 tran9 tran10 tran12 tran15,1,6
tran1 tran5 tran7 devTran2 tran8 tran9 tran10 devTran1 tran12 tran15,0,6
tran1 tran2 tran5 tran7 tran8 devTran2 tran9 tran10 devTran1 tran12 tran15,1,6
tran1 tran2 tran5 tran10 tran12 devTran1 tran15,0,6
tran3 tran18 tran21 tran23 tran25 tran27 tran28 tran32 tran33 devTran1,1,6
tran1 tran3 tran18 tran21 tran23 tran25 tran26 tran27 tran28 devTran1 tran32 tran33,1,6
tran1 tran3 tran18 devTran1 tran23 tran25 tran26 tran28 tran32 tran33,1,6
tran3 devTran1 tran18 tran21 tran23 tran25 tran26 tran27 tran28 tran32 tran33,1,6
tran1 devTran1 tran3 tran20 devTran2 tran22 tran28 tran29 tran30 tran31 tran33,1,6
tran1 tran20 tran22 devTran1 tran28 tran29 tran31 tran33,0,6
devTran2 tran1 tran3 tran20 devTran1 tran22 tran28 tran29 tran30 tran31 devTran3 tran33,1,6
tran1 tran18 devTran1 tran21 tran24 tran28 tran29 tran30 tran31 tran33,1,5
tran1 tran3 tran18 tran21 tran24 tran28 tran29 tran30 tran31 tran33,1,5
tran1 devTran1 tran3 tran18 tran21 tran23 tran24 tran28 tran29 tran31 tran33,1,5
tran1 tran3 tran18 tran21 tran23 tran29 tran30 tran31 tran33,1,5
devTran1 tran1 tran3 devTran3 tran18 tran21 tran23 devTran2 tran24 tran28 tran29 tran30 tran31 tran33,1,5
tran1 tran2 tran5 tran7 tran8 tran11 tran16,1,5
tran1 devTran1 tran2 tran5 tran7 tran8 tran16 tran17,1,5
tran1 tran2 tran5 devTran1 tran7 tran8 tran16 tran17,0,5
devTran1 tran1 tran18 tran21 tran23 tran25 tran26 tran34 tran35 tran36,1,5
tran3 tran18 tran21 tran23 tran25 tran26 tran34 tran35,1,5
tran1 tran3 tran18 devTran1 tran21 devTran2 tran23 tran25 tran26 tran34 tran35 tran36,1,5
tran1 tran3 tran18 tran21 tran23 tran25 tran34 tran35,1,5
devTran1 tran1 tran3 tran21 tran23 tran25 tran26 tran34 tran35 tran36,1,5
tran3 devTran1 tran18 tran21 tran23 tran25 tran26 tran34 tran35 tran36,1,5
tran1 devTran1 tran3 tran20 tran23 tran24 tran32 tran33,1,5
tran1 tran3 tran20 tran23 tran24 devTran2 devTran1 tran28 tran32 tran33,1,5
devTran2 tran1 tran3 tran20 devTran1 tran23 tran24 tran28 tran32 tran33,1,5
devTran1 tran1 tran3 tran20 devTran2 tran23 tran24 tran28 tran32 tran33,1,5
tran1 tran3 tran20 tran23 tran24 tran28 tran32 devTran1 tran33 devTran2,1,5
tran1 tran3 tran18 devTran1 tran19,1,5
tran3 tran22 tran28 tran32 tran33,1,5
tran1 tran3 tran20 tran22 devTran1 tran28 tran32 tran33,1,5
tran3 tran18 tran21 tran23 tran24 tran28 tran32 tran33,1,5
tran1 tran18 tran21 tran23 tran24 devTran1 tran28 tran33,0,5
tran3 tran18 tran21 tran23 tran24 tran28 tran32 tran33 devTran1,1,5
devTran1 tran1 tran3 tran20 tran23 tran28 tran29 tran31 tran33,0,5
devTran2 tran1 tran3 tran20 tran23 devTran1 tran24 tran28 tran29 tran30 tran31,1,5
tran1 tran18 tran21 tran25 tran26 tran28 tran29 tran30 tran31 tran33,1,5
tran1 tran3 tran20 tran23 tran25 tran26 tran27 tran28 tran29 devTran2 tran30 tran31 devTran1 tran33,1,5
tran1 tran3 tran20 tran23 tran25 tran26 tran27 tran28 tran29 devTran1 tran31 tran33,1,5
tran1 tran3 tran23 tran25 tran26 devTran1 tran27 tran28 tran29 tran30 tran31 tran33,1,5
tran1 tran3 tran20 tran23 tran25 tran26 tran27 tran28 devTran1 tran30 tran31 tran33,1,5
tran1 tran3 tran20 devTran1 devTran2 tran23 tran25 tran26 tran27 devTran3 tran29 tran30 tran31 tran33,1,5
tran1 tran3 tran20 tran23 tran26 tran27 tran28 tran29 tran30 devTran1 tran31 tran33,1,5
tran1 tran2 tran5 tran8 tran9 tran10 tran13 tran14,1,5
tran1 tran2 devTran2 tran7 tran8 tran9 devTran1 tran10 tran13 tran14 tran15,1,5
tran1 tran2 tran5 tran7 tran8 devTran1 tran9 tran10 devTran2 tran13 tran14 tran15,1,5
tran1 tran3 tran20 tran23 tran25 tran34 tran35 tran36,1,5
tran1 tran3 tran20 tran25 tran26 tran36,0,5
tran3 tran23 tran25 tran26 tran27 tran28 tran33,0,5
devTran2 tran1 tran3 devTran1 tran23 tran25 tran26 tran27 tran28 tran32 tran33,1,5
tran1 tran3 tran20 tran25 tran26 tran27 tran28 tran32 tran33,1,5
tran1 tran3 tran18 tran21 devTran1 devTran3 tran22 tran28 tran29 tran30 tran31 devTran2 tran33,1,5
tran1 tran3 tran18 tran21 devTran1 tran28 tran29 tran30 tran31 tran33,1,5
tran1 devTran1 tran3 tran18 tran21 tran22 tran28 tran29 tran30 tran31 devTran2,1,5
tran1 tran3 tran18 tran21 devTran1 tran22 tran28 tran29 tran30 tran31,1,5
tran3 tran18 tran21 tran22 tran28 tran30 tran31 tran33 devTran1,1,5
tran1 tran21 tran22 tran28 tran29 tran30 tran31 tran33,1,5
tran1 tran2 tran4 tran10 tran12 devTran1,1,5
tran2 tran4 tran12 tran15,0,5
tran1 tran2 tran4 devTran1 tran12 tran15,1,5
tran1 tran2 tran4 tran10 tran12,1,5
tran1 tran2 devTran1 tran4 tran12 tran15,0,5
tran3 tran18 tran21 tran22 tran28 tran32,1,5
tran1 tran2 tran5 tran10 tran13 devTran1 tran14 tran15,0,5
tran1 tran2 tran5 tran6 tran10 tran14 tran15 devTran1,1,5
tran1 tran2 tran5 tran6 tran10 devTran1 tran13 tran14 tran15 devTran2,1,5
tran1 tran2 devTran1 tran4 tran10 tran13 tran15,0,5
tran1 devTran1 tran2 tran10 tran13 tran14 tran15,1,5
tran1 tran2 devTran1 tran7 tran8 tran9 tran10 tran12 tran15,1,5
tran1 tran2 tran5 tran8 tran9 tran12 tran15,0,5
tran1 tran2 tran5 tran8 tran9 devTran1 tran10 tran12 tran15,1,5
tran1 tran2 tran5 tran7 devTran1 tran8 tran9 tran10 tran12 tran15,1,5
tran1 tran2 tran5 tran10 tran12 tran15 devTran1,1,5
tran1 tran3 tran21 tran23 tran25 tran26 tran27 tran28 devTran1 tran32 tran33,1,5
tran1 tran3 tran18 devTran1 tran21 tran23 devTran2 tran25 tran26 tran27 tran28 tran32 tran33,1,5
tran1 tran3 tran18 tran21 tran23 devTran1 tran25 tran26 tran27 tran28 tran32 tran33,1,5
tran1 tran3 devTran1 tran18 tran21 tran23 tran25 tran26 tran27 tran28 tran32 tran33,1,5
tran3 tran18 tran21 tran23 tran25 tran26 tran27 tran28 tran33,1,5
tran1 tran3 devTran1 tran21 tran25 tran26 tran27 tran28 tran32 tran33,1,5
devTran1 tran1 tran3 tran20 tran28 tran29 tran30 tran31 tran33,1,5
tran1 tran3 tran20 tran22 tran29 tran30 tran33 devTran1,0,5
tran1 tran3 tran18 tran23 tran24 tran28 tran29 tran30 tran31 tran33 devTran1,1,4
tran1 tran3 tran18 tran21 tran23 tran24 tran28 devTran1 tran30 tran31 tran33,1,4
tran1 tran3 tran18 tran23 devTran2 tran24 tran28 tran29 devTran1 tran30 tran31 tran33,1,4
devTran1 devTran2 tran1 tran3 tran18 tran23 tran24 tran28 tran29 tran30 tran31 tran33,1,4
tran1 tran2 tran5 tran7 tran8 tran11 devTran1 tran16,1,4
tran1 tran2 tran7 tran11 tran16 tran17,0,4
tran1 tran20 tran23 tran24 tran28 devTran1 tran32 tran33,1,4
tran1 devTran1 tran3 tran20 tran23 tran24 tran28 tran32 devTran2 tran33,1,4
tran20 tran23 tran24 tran28 tran32 tran33,1,4
tran1 tran3 tran18 tran19 devTran1,1,4
tran1 tran3 tran18 tran33,1,4
tran1 tran18 tran19 tran33 devTran1,1,4
tran3 tran20 tran22 tran28 tran32 tran33,1,4
tran1 tran3 tran18 tran21 devTran1 tran23 devTran2 tran24 tran28 tran32 tran33,1,4
tran1 tran18 tran21 tran23 tran24 tran28 tran32 tran33,1,4
tran1 tran3 tran18 tran21 tran23 devTran1 tran24 tran28 tran32,1,4
tran1 tran3 devTran1 tran18 tran21 tran23 tran24 tran28 tran32 tran33,1,4
devTran2 tran1 tran18 tran21 tran23 tran24 tran28 tran32 devTran1 tran33,1,4
tran1 tran3 tran18 tran21 tran23 tran33,1,4
devTran2 tran1 tran20 tran23 tran24 tran28 tran29 tran30 tran31 devTran1 tran33,1,4
tran1 tran3 devTran1 tran18 tran21 tran23 tran25 tran26 tran27 tran29 tran30 tran31 devTran2,1,4
devTran1 tran18 tran21 tran23 tran25 tran26 tran27 tran28 tran29 tran30 tran31,1,4
tran1 tran3 tran18 tran21 tran23 tran25 tran27 tran28 tran29 devTran1 tran31 tran33,1,4
tran1 tran3 tran18 devTran3 tran21 tran23 tran25 tran26 tran27 tran29 tran30 tran31 tran33 devTran2 devTran1,1,4
tran1 tran3 tran18 tran21 tran23 tran25 tran26 tran27 tran28 tran29 devTran2 tran30 devTran1 tran31,1,4
tran1 tran3 tran18 tran21 tran23 tran25 tran26 tran27 devTran1 tran28 tran29 tran30 tran31 tran33,1,4
tran1 tran3 tran23 tran25 tran26 tran27 tran28 tran29 tran31,1,4
tran1 tran3 tran18 tran21 tran23 tran25 tran26 devTran1 tran27 tran28 tran29 tran30 tran31 tran33,1,4
tran1 tran3 tran20 tran23 tran25 devTran1 tran27 devTran2 tran29 tran30 tran31 tran33,1,4
tran1 tran3 tran20 tran23 tran25 tran26 tran27 tran28 tran29 devTran1 tran30 tran31 tran33,1,4
tran1 tran3 tran23 devTran1 tran25 tran26 tran27 tran28 tran29 tran30 tran31 tran33,1,4
tran1 tran20 tran23 tran25 tran26 tran27 devTran1 tran29 devTran2 tran30 tran31 tran33,1,4
tran1 tran2 tran5 tran7 tran8 tran9 devTran2 tran10 tran13 devTran1 tran14,1,4
tran1 tran2 tran5 tran7 tran8 tran9 tran10 devTran1 tran14,1,4
tran1 devTran1 tran5 tran7 tran8 tran9 tran10 tran13 tran14,1,4
tran1 tran2 devTran1 tran5 tran7 tran9 tran10 tran13 tran15,0,4
devTran2 tran1 tran3 tran20 tran23 tran25 devTran1 tran26 tran34 tran35,1,4
tran1 devTran1 tran3 tran20 tran23 tran25 tran26 tran34 tran35 tran36,1,4
tran1 tran3 tran20 tran23 tran25 tran26 tran28 tran32 tran33,1,4
tran1 tran3 tran20 tran23 tran26 tran28 tran32 tran33,1,4
tran1 devTran1 tran3 tran20 devTran2 tran23 tran25 tran26 tran27 tran28 tran32 tran33,1,4
tran1 tran3 devTran1 tran20 tran23 tran25 tran26 tran27 tran28 tran32 tran33,1,4
tran1 tran3 tran20 tran23 tran25 tran26 tran27 tran28 tran32,1,4
tran1 tran3 tran20 tran23 tran26 tran27 devTran2 devTran1 tran28 tran32 tran33,1,4
tran3 tran18 devTran1 tran21 tran22 tran28 tran29 tran30 tran31 tran33,1,4
tran1 tran3 tran18 tran21 tran28 tran29 tran30 tran31 devTran1 tran33,1,4
tran1 tran18 tran21 tran22 devTran1 tran28 tran29 tran31 tran33,0,4
tran1 tran4 tran10 tran12 tran15,1,4
